1610,0.029000
1620,0.033000
1630,0.029000
1640,0.030000
1650,0.030000
1660,0.030000
1670,0.030000
1680,0.030000
1690,0.031000
1700,0.031000
1710,0.032000
1720,0.032000
1730,0.034000
1740,0.034000
1750,0.035000
1760,0.035000
1770,0.038000
1780,0.035000
1790,0.035000
1800,0.035000
1810,0.037000
1820,0.035000
1830,0.038000
1840,0.057000
1850,0.043000
1860,0.041000
1870,0.046000
1880,0.043000
1890,0.041000
1900,0.041000
1910,0.040000
1920,0.041000
1930,0.044000
1940,0.042000
1950,0.043000
1960,0.042000
1970,0.044000
1980,0.044000
1990,0.048000
2000,0.047000
2010,0.044000
2020,0.046000
2030,0.046000
2040,0.061000
2050,0.066000
2060,0.048000
2070,0.050000
2080,0.053000
2090,0.048000
2100,0.049000
2110,0.047000
2120,0.051000
2130,0.054000
2140,0.052000
2150,0.052000
2160,0.054000
2170,0.056000
2180,0.056000
2190,0.055000
2200,0.053000
2210,0.056000
2220,0.061000
2230,0.063000
2240,0.062000
2250,0.060000
2260,0.058000
2270,0.058000
2280,0.057000
2290,0.059000
2300,0.060000
2310,0.058000
2320,0.061000
2330,0.062000
2340,0.061000
2350,0.060000
2360,0.060000
2370,0.063000
2380,0.081000
2390,0.063000
2400,0.063000
2410,0.066000
2420,0.063000
2430,0.064000
2440,0.066000
2450,0.066000
2460,0.068000
2470,0.070000
2480,0.080000
2490,0.069000
2500,0.068000
2510,0.071000
2520,0.092000
2530,0.072000
2540,0.075000
2550,0.071000
2560,0.071000
2570,0.072000
2580,0.073000
2590,0.075000
2600,0.078000
2610,0.081000
2620,0.079000
2630,0.079000
2640,0.088000
2650,0.086000
2660,0.079000
2670,0.083000
2680,0.080000
2690,0.079000
2700,0.083000
2710,0.084000
2720,0.083000
2730,0.083000
2740,0.083000
2750,0.089000
2760,0.102000
2770,0.086000
2780,0.100000
2790,0.088000
2800,0.086000
2810,0.088000
2820,0.088000
2830,0.095000
2840,0.092000
2850,0.090000
2860,0.107000
2870,0.101000
2880,0.096000
2890,0.094000
2900,0.093000
2910,0.094000
2920,0.097000
2930,0.099000
2940,0.098000
2950,0.097000
2960,0.117000
2970,0.099000
2980,0.104000
2990,0.100000
3000,0.100000
3010,0.099000
3020,0.111000
3030,0.107000
3040,0.104000
3050,0.107000
3060,0.120000
3070,0.109000
3080,0.107000
3090,0.110000
3100,0.111000
3110,0.110000
3120,0.114000
3130,0.109000
3140,0.140000
3150,0.113000
3160,0.117000
3170,0.118000
3180,0.116000
3190,0.116000
3200,0.119000
3210,0.121000
3220,0.142000
3230,0.123000
3240,0.125000
3250,0.119000
3260,0.117000
3270,0.150000
3280,0.123000
3290,0.123000
3300,0.149000
3310,0.123000
3320,0.122000
3330,0.132000
3340,0.124000
3350,0.126000
3360,0.125000
3370,0.140000
3380,0.124000
3390,0.136000
3400,0.127000
3410,0.131000
3420,0.139000
3430,0.132000
3440,0.131000
3450,0.148000
3460,0.151000
3470,0.131000
3480,0.139000
3490,0.149000
3500,0.136000
3510,0.148000
3520,0.164000
3530,0.171000
3540,0.139000
3550,0.139000
3560,0.143000
3570,0.139000
3580,0.174000
3590,0.147000
3600,0.146000
3610,0.185000
3620,0.163000
3630,0.170000
3640,0.180000
3650,0.167000
3660,0.156000
3670,0.155000
3680,0.164000
3690,0.157000
3700,0.172000
3710,0.174000
3720,0.155000
3730,0.158000
3740,0.166000
3750,0.164000
3760,0.185000
3770,0.169000
3780,0.172000
3790,0.158000
3800,0.168000
3810,0.163000
3820,0.182000
3830,0.176000
3840,0.166000
3850,0.176000
3860,0.167000
3870,0.188000
3880,0.175000
3890,0.171000
3900,0.188000
3910,0.184000
3920,0.170000
3930,0.187000
3940,0.173000
3950,0.172000
3960,0.178000
3970,0.175000
3980,0.201000
3990,0.181000
4000,0.175000
4010,0.176000
4020,0.181000
4030,0.194000
4040,0.185000
4050,0.185000
4060,0.186000
4070,0.194000
4080,0.188000
4090,0.212000
