n,t
2048,0.170913
2050,0.032335
2052,0.037586
2054,0.034283
2056,0.035916
2058,0.035916
2060,0.035187
2062,0.035967
2064,0.034088
2066,0.033510
2068,0.037966
2070,0.035340
2072,0.039718
2074,0.036661
2076,0.037657
2078,0.038495
2080,0.035369
2082,0.035520
2084,0.034178
2086,0.034058
2088,0.040373
2090,0.035459
2092,0.037853
2094,0.035953
2096,0.035317
2098,0.037259
2100,0.035972
2102,0.039010
2104,0.038001
2106,0.035710
2108,0.033285
2110,0.037572
2112,0.035563
2114,0.036835
2116,0.034212
2118,0.034876
2120,0.039865
2122,0.039567
2124,0.035619
2126,0.037930
2128,0.034769
2130,0.039260
2132,0.038040
2134,0.034150
2136,0.038532
2138,0.035104
2140,0.037593
2142,0.038721
2144,0.034558
2146,0.039941
2148,0.035263
2150,0.035883
2152,0.039439
2154,0.035033
2156,0.037074
2158,0.039132
2160,0.036609
2162,0.036873
2164,0.036742
2166,0.038017
2168,0.037991
2170,0.039056
2172,0.036085
2174,0.037483
2176,0.042948
2178,0.037190
2180,0.040205
2182,0.041373
2184,0.037055
2186,0.039567
2188,0.038468
2190,0.039162
2192,0.040738
2194,0.041388
2196,0.037207
2198,0.038769
2200,0.039858
2202,0.036994
2204,0.039415
2206,0.039896
2208,0.037811
2210,0.043336
2212,0.045334
2214,0.042371
2216,0.038609
2218,0.042474
2220,0.037292
2222,0.039454
2224,0.041071
2226,0.038923
2228,0.038641
2230,0.041574
2232,0.038053
2234,0.041242
2236,0.044952
2238,0.038500
2240,0.041025
2242,0.043240
2244,0.040689
2246,0.039716
2248,0.042058
2250,0.037915
2252,0.038935
2254,0.043679
2256,0.039175
2258,0.042561
2260,0.044522
2262,0.040967
2264,0.040827
2266,0.045874
2268,0.038509
2270,0.040500
2272,0.043352
2274,0.040227
2276,0.044632
2278,0.048685
2280,0.041546
2282,0.040165
2284,0.046131
2286,0.039522
2288,0.043110
2290,0.047304
2292,0.040625
2294,0.040331
2296,0.043839
2298,0.040550
2300,0.041245
2302,0.044763
2304,0.040320
2306,0.041074
2308,0.045038
2310,0.044043
2312,0.040351
2314,0.049416
2316,0.040817
2318,0.044547
2320,0.044891
2322,0.043333
2324,0.041171
2326,0.047844
2328,0.042588
2330,0.045073
2332,0.048526
2334,0.042092
2336,0.041873
2338,0.049443
2340,0.043701
2342,0.045503
2344,0.050597
2346,0.051585
2348,0.042486
2350,0.044107
2352,0.047538
2354,0.044669
2356,0.044563
2358,0.049282
2360,0.042787
2362,0.043326
2364,0.046282
2366,0.045742
2368,0.044560
2370,0.049004
2372,0.043592
2374,0.043454
2376,0.050000
2378,0.044476
2380,0.044637
2382,0.050783
2384,0.043337
2386,0.046505
2388,0.048479
2390,0.045342
2392,0.048785
2394,0.049692
2396,0.048242
2398,0.045466
2400,0.046024
2402,0.050544
2404,0.045736
2406,0.046867
2408,0.045767
2410,0.052881
2412,0.045195
2414,0.045139
2416,0.043724
2418,0.047903
2420,0.043908
2422,0.047773
2424,0.048297
2426,0.050627
2428,0.044138
2430,0.046448
2432,0.049279
2434,0.050427
2436,0.044100
2438,0.046315
2440,0.050654
2442,0.046699
2444,0.047935
2446,0.045231
2448,0.053640
2450,0.048792
2452,0.046623
2454,0.046334
2456,0.055659
2458,0.054743
2460,0.052982
2462,0.047430
2464,0.046175
2466,0.047833
2468,0.052573
2470,0.052791
2472,0.047998
2474,0.050425
2476,0.046578
2478,0.052637
2480,0.049701
2482,0.049211
2484,0.045821
2486,0.046908
2488,0.050598
2490,0.050262
2492,0.048157
2494,0.048879
2496,0.050590
2498,0.051085
2500,0.052887
2502,0.053921
2504,0.047331
2506,0.046354
2508,0.050422
2510,0.053224
2512,0.047842
2514,0.048557
2516,0.047460
2518,0.051189
2520,0.052810
2522,0.061798
2524,0.050026
2526,0.050588
2528,0.052898
2530,0.050973
2532,0.056990
2534,0.058184
2536,0.058587
2538,0.051144
2540,0.053179
2542,0.051048
2544,0.051124
2546,0.050182
2548,0.052630
2550,0.053531
2552,0.053395
2554,0.049222
2556,0.052761
2558,0.049045
2560,0.054889
2562,0.049139
2564,0.054030
2566,0.056093
2568,0.054549
2570,0.052729
2572,0.051193
2574,0.049850
2576,0.054772
2578,0.056696
2580,0.053150
2582,0.050146
2584,0.053172
2586,0.049885
2588,0.049878
2590,0.054290
2592,0.055332
2594,0.055763
2596,0.051760
2598,0.052085
2600,0.051658
2602,0.051669
2604,0.054642
2606,0.057723
2608,0.058636
2610,0.058824
2612,0.053653
2614,0.054324
2616,0.053620
2618,0.053181
2620,0.051169
2622,0.054533
2624,0.056695
2626,0.057670
2628,0.058142
2630,0.060023
2632,0.056619
2634,0.055937
2636,0.054116
2638,0.054543
2640,0.053428
2642,0.053303
2644,0.054322
2646,0.056098
2648,0.059207
2650,0.059328
2652,0.060061
2654,0.058593
2656,0.059128
2658,0.060557
2660,0.055402
2662,0.054216
2664,0.056018
2666,0.060896
2668,0.055262
2670,0.055840
2672,0.058831
2674,0.056814
2676,0.056871
2678,0.057197
2680,0.055453
2682,0.062239
2684,0.054049
2686,0.056932
2688,0.062228
2690,0.055758
2692,0.059027
2694,0.057381
2696,0.057645
2698,0.059936
2700,0.057724
2702,0.056249
2704,0.057466
2706,0.056260
2708,0.059122
2710,0.057417
2712,0.058254
2714,0.057354
2716,0.060247
2718,0.055148
2720,0.057156
2722,0.060966
2724,0.056878
2726,0.058297
2728,0.056672
2730,0.058753
2732,0.059125
2734,0.060010
2736,0.058225
2738,0.062030
2740,0.056721
2742,0.059960
2744,0.061759
2746,0.059516
2748,0.063338
2750,0.059032
2752,0.060044
2754,0.058687
2756,0.059385
2758,0.060532
2760,0.058365
2762,0.059172
2764,0.060896
2766,0.058542
2768,0.058750
2770,0.058761
2772,0.058962
2774,0.059742
2776,0.061191
2778,0.058536
2780,0.063816
2782,0.059246
2784,0.059987
2786,0.062438
2788,0.058790
2790,0.061691
2792,0.068796
2794,0.074551
2796,0.074797
2798,0.067006
2800,0.073763
2802,0.073255
2804,0.066680
2806,0.063334
2808,0.058849
2810,0.062413
2812,0.061485
2814,0.058946
2816,0.066548
2818,0.080147
2820,0.067265
2822,0.061621
2824,0.068156
2826,0.070655
2828,0.065765
2830,0.061773
2832,0.063300
2834,0.066269
2836,0.064826
2838,0.064828
2840,0.068479
2842,0.064227
2844,0.062078
2846,0.061026
2848,0.063681
2850,0.065030
2852,0.060659
2854,0.064976
2856,0.064232
2858,0.066450
2860,0.060711
2862,0.062828
2864,0.063466
2866,0.060748
2868,0.060525
2870,0.062809
2872,0.061692
2874,0.061822
2876,0.066715
2878,0.060408
2880,0.061999
2882,0.066596
2884,0.062467
2886,0.061669
2888,0.068043
2890,0.062808
2892,0.061827
2894,0.061754
2896,0.062234
2898,0.063247
2900,0.062770
2902,0.062163
2904,0.065506
2906,0.065146
2908,0.063269
2910,0.062611
2912,0.065337
2914,0.064430
2916,0.062388
2918,0.065124
2920,0.065187
2922,0.062278
2924,0.063596
2926,0.064351
2928,0.067810
2930,0.064869
2932,0.072638
2934,0.065007
2936,0.063671
2938,0.066879
2940,0.072624
2942,0.071183
2944,0.070098
2946,0.067875
2948,0.063488
2950,0.066630
2952,0.065489
2954,0.063819
2956,0.064076
2958,0.069162
2960,0.071296
2962,0.069960
2964,0.064553
2966,0.065334
2968,0.067362
2970,0.065007
2972,0.064531
2974,0.066662
2976,0.066555
2978,0.072216
2980,0.073601
2982,0.074522
2984,0.066572
2986,0.070701
2988,0.065672
2990,0.069282
2992,0.065518
2994,0.069120
2996,0.067639
2998,0.067000
3000,0.066382
3002,0.067203
3004,0.070577
3006,0.066021
3008,0.068131
3010,0.067414
3012,0.071391
3014,0.067787
3016,0.067407
3018,0.067528
3020,0.068015
3022,0.070689
3024,0.073655
3026,0.067812
3028,0.071412
3030,0.071359
3032,0.070548
3034,0.068042
3036,0.068841
3038,0.069944
3040,0.070948
3042,0.069258
3044,0.067310
3046,0.068591
3048,0.068716
3050,0.070084
3052,0.071690
3054,0.072474
3056,0.070644
3058,0.068665
3060,0.071903
3062,0.073702
3064,0.069192
3066,0.072135
3068,0.080174
3070,0.079016
3072,0.074678
3074,0.070535
3076,0.071520
3078,0.070834
3080,0.070903
3082,0.078239
3084,0.071437
3086,0.072510
3088,0.070327
3090,0.069679
3092,0.069845
3094,0.073188
3096,0.082730
3098,0.080773
3100,0.080850
3102,0.083918
3104,0.073267
3106,0.070995
3108,0.075985
3110,0.073879
3112,0.073371
3114,0.080250
3116,0.074119
3118,0.072381
3120,0.075561
3122,0.074717
3124,0.075185
3126,0.079855
3128,0.076009
3130,0.071750
3132,0.073990
3134,0.076356
3136,0.075906
3138,0.074216
3140,0.080302
3142,0.080820
3144,0.083663
3146,0.076131
3148,0.073029
3150,0.087382
3152,0.078410
3154,0.085459
3156,0.073808
3158,0.085282
3160,0.081061
3162,0.078681
3164,0.081761
3166,0.087848
3168,0.082294
3170,0.083828
3172,0.077645
3174,0.080709
3176,0.081220
3178,0.075754
3180,0.090306
3182,0.089052
3184,0.083566
3186,0.080274
3188,0.078635
3190,0.085191
3192,0.085465
3194,0.083987
3196,0.078278
3198,0.079302
3200,0.076814
3202,0.074894
3204,0.077871
3206,0.078362
3208,0.079984
3210,0.077705
3212,0.075125
3214,0.076824
3216,0.085182
3218,0.082935
3220,0.078495
3222,0.077388
3224,0.086962
3226,0.080923
3228,0.078740
3230,0.086471
3232,0.088865
3234,0.078525
3236,0.077989
3238,0.080699
3240,0.079014
3242,0.078566
3244,0.080791
3246,0.081811
3248,0.085429
3250,0.080514
3252,0.080983
3254,0.079720
3256,0.083674
3258,0.087785
3260,0.082181
3262,0.078975
3264,0.080778
3266,0.087087
3268,0.087168
3270,0.081713
3272,0.079761
3274,0.079192
3276,0.078788
3278,0.078951
3280,0.080335
3282,0.081926
3284,0.083218
3286,0.085584
3288,0.093308
3290,0.084120
3292,0.081326
3294,0.082785
3296,0.085475
3298,0.087709
3300,0.098277
3302,0.082476
3304,0.093049
3306,0.092822
3308,0.083141
3310,0.086058
3312,0.085264
3314,0.083739
3316,0.083980
3318,0.082059
3320,0.083428
3322,0.082857
3324,0.087656
3326,0.085655
3328,0.088370
3330,0.082156
3332,0.082788
3334,0.090726
3336,0.087438
3338,0.087893
3340,0.082744
3342,0.091215
3344,0.087483
3346,0.087363
3348,0.084367
3350,0.083274
3352,0.093488
3354,0.089668
3356,0.086663
3358,0.084476
3360,0.091200
3362,0.091192
3364,0.088492
3366,0.090834
3368,0.088865
3370,0.089185
3372,0.083806
3374,0.093107
3376,0.089440
3378,0.086980
3380,0.084013
3382,0.085069
3384,0.084694
3386,0.084025
3388,0.089997
3390,0.096751
3392,0.086958
3394,0.085280
3396,0.085335
3398,0.088100
3400,0.085465
3402,0.088284
3404,0.094187
3406,0.094821
3408,0.089382
3410,0.090061
3412,0.090296
3414,0.089631
3416,0.094502
3418,0.093311
3420,0.092064
3422,0.088039
3424,0.088980
3426,0.096247
3428,0.095628
3430,0.089834
3432,0.090422
3434,0.088843
3436,0.089588
3438,0.095265
3440,0.092009
3442,0.093459
3444,0.097157
