n,t
17610,2.891835
17620,2.918759
17630,2.951956
17640,2.905397
17650,2.897283
17660,2.948762
17670,2.937820
17680,2.915957
17690,2.906606
17700,2.958727
17710,2.999945
17720,2.916234
17730,2.919779
17740,2.965529
17750,2.986085
17760,2.939676
17770,2.937496
17780,3.000043
17790,2.998251
17800,2.945587
17810,2.956870
17820,3.006863
17830,3.019171
17840,2.961613
17850,2.974924
17860,3.014358
17870,3.027307
17880,2.987534
17890,2.994701
17900,3.028892
17910,3.063736
17920,2.987789
17930,2.989181
17940,3.051648
17950,3.064399
17960,3.016873
17970,3.005934
17980,3.058359
17990,3.064883
18000,3.027257
18010,3.035365
18020,3.064113
18030,3.128579
18040,3.041931
18050,3.065314
18060,3.085562
18070,3.088322
18080,3.048137
18090,3.045648
18100,3.108461
18110,3.125439
18120,3.061635
18130,3.075131
18140,3.121390
18150,3.156848
18160,3.076778
18170,3.094298
18180,3.142737
18190,3.138321
18200,3.092442
18210,3.123880
18220,3.157164
18230,3.178569
18240,3.110467
18250,3.107540
18260,3.155500
18270,3.163663
18280,3.114890
18290,3.124678
18300,3.169974
18310,3.173041
18320,3.135982
18330,3.159957
18340,3.192855
18350,3.213774
18360,3.154496
18370,3.197478
18380,3.198586
18390,3.204039
18400,3.203247
18410,3.213838
18420,3.251715
18430,3.224610
18440,3.169427
18450,3.176614
18460,3.222256
18470,3.217311
18480,3.180311
18490,3.204492
18500,3.239026
18510,3.277560
18520,3.218507
18530,3.203897
18540,3.288908
18550,3.296503
18560,3.259510
18570,3.236005
18580,3.320878
18590,3.293331
18600,3.232498
18610,3.237319
18620,3.289959
18630,3.313031
18640,3.268351
18650,3.254384
18660,3.311672
18670,3.317194
18680,3.274352
18690,3.291234
18700,3.363151
18710,3.345391
18720,3.285484
18730,3.302074
18740,3.360374
18750,3.364822
18760,3.308209
18770,3.304210
18780,3.362334
18790,3.367525
18800,3.333854
18810,3.307169
18820,3.375397
18830,3.378134
18840,3.326707
18850,3.341764
18860,3.369634
18870,3.384214
18880,3.383393
18890,3.352332
18900,3.410457
18910,3.417068
18920,3.363942
18930,3.346527
18940,3.415260
18950,3.435259
18960,3.357649
18970,3.367538
18980,3.429265
18990,3.475612
19000,3.416769
19010,3.406815
19020,3.443608
19030,3.476041
19040,3.412203
19050,3.445215
19060,3.516987
19070,3.533722
19080,3.433668
19090,3.442970
19100,3.470753
19110,3.496072
19120,3.436159
19130,3.432584
19140,3.503837
19150,3.490299
19160,3.450146
19170,3.454372
19180,3.530891
19190,3.547187
19200,3.478309
19210,3.486024
19220,3.549021
19230,3.583476
19240,3.480036
19250,3.490414
19260,3.573925
19270,3.563479
19280,3.490484
19290,3.490574
19300,3.609271
19310,3.543797
19320,3.496114
19330,3.505923
19340,3.620656
19350,3.617667
19360,3.521504
19370,3.548685
19380,3.620865
19390,3.613445
19400,3.562943
19410,3.534447
19420,3.633748
19430,3.619324
19440,3.561589
19450,3.551950
19460,3.606700
19470,3.613741
19480,3.579524
19490,3.560895
19500,3.607050
19510,3.651891
19520,3.568325
19530,3.597933
19540,3.715973
19550,3.656413
19560,3.624056
19570,3.594655
19580,3.686700
19590,3.673552
19600,3.607056
19610,3.613960
19620,3.709499
19630,3.719063
19640,3.660258
19650,3.646214
19660,3.702120
19670,3.717764
19680,3.663224
19690,3.675337
19700,3.768631
19710,3.837060
19720,3.679385
19730,3.729836
19740,3.753565
19750,3.760616
19760,3.672322
19770,3.661304
19780,3.748089
19790,3.750111
19800,3.686371
19810,3.721748
19820,3.808976
19830,3.791278
19840,3.707350
19850,3.767722
19860,3.837898
19870,3.841426
19880,3.780183
19890,3.748705
19900,3.857676
19910,3.844687
19920,4.066813
19930,3.743320
19940,3.824533
19950,3.858996
19960,3.776779
19970,3.781234
19980,3.847628
19990,3.841527
20000,3.771600
20010,3.783310
20020,3.937365
20030,3.861102
20040,3.828546
20050,3.834337
20060,3.955887
20070,3.923599
20080,3.800962
20090,3.841880
20100,3.887560
20110,3.944550
20120,3.835886
20130,3.827843
20140,3.958579
20150,3.943959
20160,3.850449
20170,3.844809
20180,3.907168
20190,3.955283
20200,3.880841
20210,3.915622
20220,3.985498
20230,3.995133
20240,3.875084
20250,3.883947
20260,3.934811
20270,3.958934
20280,3.907780
20290,3.871067
20300,4.032254
20310,4.005707
20320,3.972048
20330,3.919640
20340,4.019644
20350,4.035588
20360,3.992031
20370,3.962631
20380,4.054001
20390,4.100975
20400,3.970359
20410,3.972566
20420,4.012252
20430,4.036613
20440,3.994011
20450,3.963307
20460,4.028593
20470,4.021385
20480,4.000590
20490,3.988159
20500,4.121098
20510,4.078056
20520,4.023978
20530,4.014565
20540,4.126324
20550,4.127121
20560,4.024259
20570,4.053870
20580,4.157311
20590,4.181781
20600,4.015904
20610,4.031574
20620,4.134649
20630,4.140562
20640,4.058254
20650,4.101237
20660,4.190241
20670,4.165631
20680,4.095317
20690,4.190057
20700,4.188317
20710,4.317006
20720,4.160878
20730,4.126773
20740,4.209124
20750,4.188040
20760,4.155944
20770,4.121223
20780,4.198155
20790,4.225797
20800,4.206255
20810,4.270407
20820,4.358432
20830,4.240092
20840,4.146695
20850,4.156202
20860,4.280516
20870,4.328204
20880,4.204004
20890,4.194275
20900,4.316120
20910,4.332904
20920,4.223370
20930,4.261546
20940,4.287731
20950,4.333179
20960,4.241616
20970,4.249468
20980,4.348504
20990,4.341839
21000,4.230456
21010,4.228290
21020,4.312035
21030,4.357213
21040,4.279740
21050,4.287331
21060,4.465708
21070,4.389370
21080,4.270255
21090,4.255794
21100,4.432716
21110,4.511161
21120,4.279397
21130,4.147676
21140,4.427507
21150,4.378915
21160,4.271096
21170,4.300575
21180,4.464465
21190,4.475954
21200,4.362924
21210,4.316205
21220,4.513435
21230,4.448801
21240,4.376461
21250,4.406207
21260,4.484743
21270,4.469660
21280,4.357198
21290,4.349600
21300,4.474415
21310,4.546195
21320,4.395931
21330,4.380453
21340,4.542987
21350,4.528485
21360,4.440470
21370,4.383798
21380,4.593834
21390,4.557323
21400,4.427450
21410,4.458601
21420,4.568048
21430,4.600387
21440,4.519764
21450,4.473484
21460,4.570048
21470,4.627191
21480,4.448417
21490,4.467442
21500,4.595780
21510,4.584717
21520,4.466925
21530,4.500128
21540,4.624761
21550,4.658172
21560,4.560759
21570,4.518837
21580,4.697161
21590,4.630657
21600,4.630886
21610,4.621032
21620,4.833858
21630,4.823085
21640,4.743396
21650,4.709927
21660,4.890561
21670,4.692580
21680,4.600230
21690,4.655817
21700,4.891151
21710,4.904692
21720,4.732011
21730,4.762183
21740,5.067480
21750,4.887014
21760,4.731398
21770,4.702568
21780,4.865488
21790,4.949393
21800,4.789039
21810,4.764922
21820,4.947540
21830,4.986529
21840,4.768653
21850,4.701146
21860,4.979759
21870,5.018412
21880,4.795861
21890,4.830382
21900,4.916172
21910,5.162330
21920,4.962075
21930,4.983501
21940,5.419945
21950,5.539111
21960,4.751659
21970,4.712711
21980,4.835573
21990,5.058422
22000,4.833923
22010,4.766206
22020,4.909494
22030,4.922890
22040,5.042556
22050,5.020271
22060,5.191104
22070,4.914598
22080,4.977932
22090,5.176819
22100,5.223815
22110,5.258417
22120,5.353320
22130,5.251431
22140,5.272654
22150,5.631152
22160,5.166361
22170,5.278825
22180,5.720613
22190,5.340263
22200,4.781146
22210,4.817247
22220,5.328604
22230,5.552380
22240,4.855176
22250,5.108932
22260,5.330077
22270,5.444098
22280,5.110213
22290,5.094489
22300,5.776656
22310,5.340557
22320,5.126804
22330,5.118761
22340,5.315818
22350,5.555788
22360,5.180746
22370,5.122350
22380,5.394064
22390,5.270153
22400,5.010230
22410,5.113082
22420,5.268604
22430,5.266011
22440,5.105076
22450,5.104443
22460,5.334732
22470,5.291301
22480,5.129038
22490,5.099385
22500,5.322946
22510,5.369480
22520,5.098989
22530,5.141335
22540,5.347871
22550,5.318449
22560,5.131510
22570,5.125322
22580,5.441815
22590,5.338894
22600,5.207229
22610,5.150314
22620,5.488526
22630,5.485774
22640,5.279946
22650,5.329718
22660,5.539442
22670,5.627929
22680,5.228809
22690,5.321507
22700,5.481098
22710,5.485027
22720,5.263304
22730,5.267894
22740,5.425126
22750,5.432977
22760,5.223801
22770,5.276903
22780,5.449430
22790,5.535055
22800,5.361822
22810,5.286568
22820,5.530913
22830,5.622149
22840,5.308490
22850,5.378361
22860,5.649074
22870,5.588595
22880,5.344857
22890,5.384048
22900,5.661443
22910,5.646171
22920,5.361726
22930,5.399804
22940,5.602025
22950,5.708144
22960,5.431033
22970,5.406894
22980,5.675958
22990,5.654724
23000,5.438163
23010,5.383209
23020,5.647450
23030,5.556083
23040,5.419688
23050,5.470135
23060,5.668094
23070,5.657618
23080,5.454600
23090,5.413034
23100,5.716930
23110,5.713481
23120,5.463113
23130,5.484273
23140,5.725415
23150,5.740439
23160,5.510489
23170,5.548552
23180,5.715203
23190,5.727942
23200,5.501857
23210,5.545165
23220,5.995942
23230,5.987404
23240,5.588121
23250,5.656536
23260,5.873085
23270,5.927697
23280,5.696432
23290,5.794560
23300,6.042321
23310,6.035375
23320,5.610573
23330,5.588978
23340,5.821505
23350,5.866510
23360,5.700966
23370,5.716866
23380,5.945446
23390,5.936236
23400,5.630692
23410,5.720575
23420,5.873001
23430,5.955720
23440,5.683908
23450,5.697936
23460,5.948829
23470,5.956752
23480,5.725742
23490,5.717469
23500,5.983165
23510,5.974270
23520,5.752219
23530,5.726861
23540,6.078681
23550,6.041425
23560,5.695229
23570,5.784110
23580,6.034380
23590,5.857004
23600,6.115948
23610,5.883292
23620,6.034040
23630,6.059428
23640,5.734419
23650,5.858743
23660,5.969808
23670,6.045176
23680,5.742408
23690,5.696933
23700,6.093950
23710,6.003594
23720,5.795698
23730,5.832865
23740,6.261488
23750,6.105602
23760,5.829058
23770,5.914564
23780,6.200331
23790,6.107304
23800,5.757437
23810,5.827283
23820,6.190580
23830,6.244546
23840,5.862214
23850,5.907915
23860,6.151556
23870,6.121930
23880,5.921086
23890,5.980348
23900,6.321221
23910,6.236682
23920,6.059308
23930,5.931319
23940,6.203342
23950,6.253848
23960,5.991629
23970,6.043603
23980,6.285196
23990,6.269141
24000,5.932808
24010,5.945281
24020,6.210348
24030,6.272643
24040,5.997559
24050,5.974268
24060,6.236923
24070,6.276998
24080,5.907970
24090,6.009625
24100,6.244939
24110,6.271105
24120,6.082105
24130,6.066567
24140,6.314511
24150,6.303723
24160,6.056586
24170,6.016610
24180,6.267723
24190,6.482547
24200,6.129711
24210,6.135369
24220,6.435587
24230,6.503430
24240,6.244951
24250,6.355633
24260,6.655333
24270,6.673904
24280,6.590417
24290,7.049118
24300,8.558052
24310,8.129744
24320,8.227515
24330,6.807500
24340,7.407078
24350,6.770501
24360,5.669103
24370,5.010986
24380,5.134885
24390,5.091064
24400,5.001346
24410,5.015886
24420,5.164795
24430,5.192697
24440,5.058989
24450,5.086061
24460,5.176147
24470,5.132572
24480,5.082081
24490,5.093502
24500,5.178957
24510,5.079164
24520,5.037268
24530,5.084792
24540,5.178587
24550,5.181566
24560,5.077145
24570,5.052766
24580,5.192313
24590,5.141085
24600,5.039844
24610,5.056765
24620,5.188405
24630,5.232840
24640,5.154609
24650,5.106201
24660,5.192142
24670,5.244126
24680,5.104652
24690,5.146190
24700,5.254246
24710,5.539999
24720,5.176863
24730,5.135289
24740,5.278999
24750,5.281424
24760,5.146336
24770,5.122279
24780,5.213373
24790,5.295571
24800,5.200943
24810,5.173302
24820,5.317833
24830,5.327249
24840,5.227844
24850,5.155710
24860,5.298491
24870,5.348578
24880,5.294090
24890,5.208899
24900,5.267109
24910,5.365033
24920,5.239810
24930,5.288264
24940,5.490712
24950,5.392231
24960,5.279217
24970,5.211914
24980,5.341245
24990,5.409919
25000,5.307751
25010,5.321615
25020,5.375434
25030,5.375882
25040,5.251169
25050,5.225193
25060,5.364745
25070,5.415073
25080,5.336611
25090,5.235352
25100,5.331866
25110,5.321928
25120,5.273743
25130,5.284459
25140,5.461613
25150,5.401192
25160,5.303598
25170,5.302634
25180,5.416118
25190,5.430821
25200,5.319641
25210,5.355103
25220,5.500473
25230,5.385057
25240,5.389551
25250,5.324300
25260,5.479996
25270,5.474147
25280,5.348959
25290,5.359794
25300,5.605695
25310,5.708624
25320,5.428164
25330,5.461773
25340,5.551213
25350,5.559707
25360,5.407826
25370,5.489248
25380,5.607958
25390,5.794997
25400,5.582257
25410,5.443239
25420,5.646189
25430,5.590617
25440,5.450187
25450,5.465299
25460,5.579768
25470,5.653720
25480,5.487750
25490,5.467304
25500,5.588910
25510,5.625711
25520,5.463719
25530,5.484557
25540,5.602248
25550,5.671260
25560,5.561084
25570,5.458134
25580,5.611707
25590,5.746170
25600,5.619154
25610,5.587022
25620,5.718637
25630,5.660340
25640,5.532237
25650,5.568507
25660,5.644530
25670,5.624824
25680,5.615443
25690,5.531823
25700,5.759191
25710,5.633388
25720,5.619471
25730,5.681304
25740,5.634664
25750,5.687185
25760,5.615323
25770,5.564821
25780,5.679753
25790,5.761103
25800,5.610475
25810,5.650907
25820,5.836988
25830,5.822677
25840,5.778856
25850,5.615582
25860,5.800528
25870,5.824345
25880,5.681627
25890,5.671217
25900,5.827936
25910,5.787571
25920,5.696144
25930,5.670607
25940,5.812203
25950,5.769361
25960,6.195580
25970,5.902902
25980,5.907053
25990,5.831062
26000,5.691535
26010,5.661565
26020,5.888409
26030,5.943947
26040,5.746054
26050,5.791861
26060,5.937385
26070,5.855340
26080,5.725773
26090,5.730754
26100,5.889020
26110,5.858340
26120,5.799238
26130,5.869721
26140,5.840768
26150,5.832656
26160,5.788939
26170,5.841097
26180,5.996187
26190,5.913869
26200,5.839091
26210,5.825857
26220,5.899594
26230,5.850559
26240,5.762225
26250,5.761292
26260,6.011068
26270,5.984365
26280,5.767682
26290,5.832860
26300,6.144341
26310,6.056532
26320,5.825153
26330,5.816034
26340,5.970101
26350,6.114790
26360,5.969350
26370,5.864546
26380,6.116234
26390,6.086224
26400,5.941477
26410,5.962084
26420,5.963254
26430,6.112463
26440,5.932154
26450,5.999323
26460,5.961690
26470,6.120471
26480,5.918828
26490,6.016430
26500,6.020462
26510,6.057640
26520,5.907733
26530,5.967957
26540,6.151275
26550,6.182997
26560,6.000187
26570,5.967318
26580,6.114942
26590,6.118415
26600,6.054316
26610,6.019239
26620,6.348182
26630,6.045931
26640,6.091469
26650,6.124593
26660,6.208080
26670,6.099173
26680,6.015230
26690,6.042487
26700,6.262301
26710,6.147168
26720,6.052948
26730,6.150457
26740,6.380646
26750,6.140411
26760,6.091523
26770,6.034303
26780,6.230073
26790,6.145305
26800,6.031148
26810,6.076547
26820,6.179165
26830,6.246253
26840,6.096331
26850,6.168839
26860,6.233913
26870,6.257656
26880,6.116412
26890,6.023753
26900,6.257565
26910,6.201007
26920,6.147169
26930,6.086685
26940,6.300049
26950,6.330054
26960,6.193769
26970,6.197496
26980,6.331900
26990,6.435219
27000,6.322045
27010,6.306974
27020,6.373379
27030,6.435529
27040,6.301131
27050,6.174346
27060,6.311274
27070,6.335962
27080,6.264633
27090,6.292627
27100,6.560543
27110,6.306637
27120,6.291134
27130,6.190466
27140,6.396748
27150,6.494299
27160,6.303806
27170,6.349589
27180,7.180201
27190,7.494507
27200,6.257352
27210,6.328501
27220,6.473001
27230,6.543138
27240,6.330333
27250,6.439304
27260,6.388701
27270,6.325282
27280,6.293424
27290,6.355004
27300,6.362006
27310,6.522009
27320,6.352212
27330,6.341157
27340,6.557306
27350,6.607654
27360,6.303761
27370,6.256108
27380,6.459060
27390,6.573006
27400,6.447387
27410,6.453141
27420,6.979188
27430,6.953709
27440,6.319652
27450,6.366234
27460,6.507627
27470,6.450434
27480,6.484891
27490,6.322405
27500,6.640052
27510,6.550428
27520,6.418178
27530,6.519512
27540,6.551185
27550,6.433027
27560,6.610420
27570,6.422154
27580,6.575138
27590,6.842997
27600,6.640121
27610,6.464537
27620,6.564277
27630,6.790534
27640,6.451719
27650,6.494477
27660,6.586405
27670,6.655373
27680,6.548695
27690,6.412920
27700,6.698114
27710,6.637216
27720,6.598849
27730,6.569137
27740,6.942843
27750,6.962237
27760,6.500077
27770,6.506695
27780,6.968034
27790,6.869437
27800,6.480263
27810,6.500478
27820,6.700264
27830,6.695891
27840,6.758228
27850,6.581649
27860,6.685433
27870,6.945603
27880,6.807902
27890,6.861951
27900,6.860085
27910,6.821447
27920,6.842547
27930,6.592510
27940,6.973028
27950,7.128729
27960,6.851007
27970,7.089355
27980,7.265105
27990,6.770350
28000,6.802837
28010,6.738883
28020,6.881546
28030,7.018593
28040,6.847057
28050,6.956159
28060,7.221315
28070,6.896378
28080,6.836281
28090,6.737309
28100,6.714049
28110,6.959082
28120,6.663085
28130,6.741449
28140,6.876796
28150,6.787818
28160,6.825996
28170,6.689430
28180,7.614455
28190,8.223139
28200,6.932450
28210,6.768630
28220,7.131536
28230,7.047016
28240,6.902054
28250,6.840934
28260,7.068794
28270,7.163884
28280,6.907441
28290,6.946929
28300,6.860306
28310,7.181672
28320,6.799029
28330,6.936663
28340,6.974695
28350,6.913607
28360,6.819726
28370,7.010069
28380,7.001082
28390,7.126624
28400,7.003661
28410,6.839371
28420,7.012061
28430,6.852478
28440,6.860304
28450,7.022261
28460,7.167888
28470,7.008644
28480,7.118921
28490,6.794484
28500,6.988766
28510,7.380924
28520,7.075741
28530,6.834139
28540,6.939182
28550,7.104729
28560,6.970892
28570,7.050302
28580,7.143710
28590,6.955699
28600,7.032995
28610,7.082429
28620,7.057662
28630,7.183728
28640,7.156185
28650,7.172020
28660,7.433456
28670,7.078809
28680,7.033629
28690,7.039750
28700,7.344193
28710,7.339839
28720,7.255041
28730,7.131731
28740,7.332014
28750,7.107048
28760,6.959913
28770,6.997486
28780,7.213480
28790,7.198624
28800,7.216413
28810,7.001591
28820,7.365022
28830,7.189730
28840,6.990800
28850,7.090634
28860,7.445264
28870,7.365771
28880,7.157979
28890,7.021033
28900,7.275520
28910,7.223018
28920,7.116185
28930,7.233005
28940,7.382748
28950,7.273450
28960,7.157156
28970,7.343942
28980,7.310234
28990,7.374447
29000,7.238765
29010,7.358695
29020,7.855691
29030,7.443817
29040,7.383495
29050,7.418784
29060,7.788698
29070,8.061230
29080,7.307761
29090,7.388268
29100,7.460164
29110,7.530855
29120,7.198353
29130,7.400368
29140,7.288973
29150,7.313251
29160,7.338901
29170,7.347896
29180,7.305339
29190,7.504796
29200,7.162102
29210,7.166772
29220,7.415319
29230,7.687707
29240,7.480341
29250,7.581957
29260,7.597902
29270,7.391849
29280,7.306536
29290,7.298080
29300,7.502213
29310,7.460082
29320,7.557331
29330,7.581159
29340,7.593034
29350,7.348722
29360,7.645475
29370,7.386711
29380,7.485929
29390,7.337872
29400,7.413985
29410,7.416404
29420,7.528571
29430,7.633728
29440,7.346913
29450,7.277402
29460,7.427261
29470,7.679075
29480,7.515192
29490,7.431008
29500,8.070074
29510,7.714171
29520,7.328301
29530,7.370540
29540,7.551450
29550,7.687550
29560,7.376239
29570,7.560049
29580,7.755399
29590,7.540231
29600,7.691367
29610,7.586274
29620,7.536298
29630,7.498351
29640,7.386556
29650,7.422489
29660,8.147340
29670,8.115591
29680,7.830597
29690,7.502089
29700,7.632846
29710,7.731682
29720,7.447929
29730,7.452733
29740,7.812889
29750,8.010098
29760,7.918777
29770,7.708149
29780,7.794090
29790,7.603260
29800,7.502102
29810,7.457292
29820,7.675380
29830,7.734291
29840,7.695205
29850,7.543810
29860,7.731229
29870,8.350150
29880,7.731380
29890,7.628069
29900,7.756185
29910,7.630292
29920,7.677413
29930,7.735025
29940,8.477122
29950,7.842718
29960,7.835101
29970,7.654325
29980,7.790021
29990,7.777549
30000,7.761922
30010,7.782678
30020,7.852596
30030,7.828962
30040,7.613724
30050,7.763791
30060,8.043093
30070,8.013491
30080,7.747040
30090,7.990443
30100,7.896963
30110,8.340741
30120,7.962233
30130,7.687812
30140,7.786307
30150,7.729229
30160,7.688226
30170,7.968723
30180,8.614749
30190,8.301585
30200,7.857449
30210,7.689349
30220,7.870521
30230,7.914352
30240,7.821281
30250,7.735607
30260,7.917695
30270,8.473054
30280,7.762690
30290,7.893491
30300,8.040131
30310,8.098389
30320,8.052398
30330,7.846179
30340,7.958371
30350,7.947189
30360,7.943637
30370,7.948147
30380,7.996876
30390,8.337702
30400,8.046441
30410,8.409079
30420,8.275607
30430,8.072197
30440,8.056942
30450,8.034015
30460,8.515616
30470,8.343713
30480,7.844010
30490,7.927218
30500,8.489469
30510,8.513154
30520,7.892860
30530,8.262105
30540,8.327464
30550,8.189525
30560,7.963065
30570,8.007659
30580,8.715052
30590,8.076347
30600,7.954323
30610,7.956825
30620,8.095811
30630,8.098168
30640,8.049263
30650,8.545512
30660,8.433364
30670,8.065985
30680,7.979069
30690,7.950517
30700,8.090246
30710,8.111550
30720,8.204991
30730,8.117785
30740,8.067169
30750,8.163359
30760,8.346581
30770,8.297704
30780,8.773596
30790,8.180100
30800,8.317843
30810,8.068664
30820,9.229809
30830,8.845168
30840,8.042732
30850,8.348090
30860,9.106398
30870,8.298336
30880,8.185788
30890,8.153846
30900,8.238255
30910,8.263618
30920,8.115945
30930,8.230070
30940,8.419039
30950,8.790716
30960,8.243223
30970,8.821146
30980,8.844899
30990,8.902959
31000,8.357202
31010,8.150980
31020,8.328741
31030,8.951870
31040,8.382228
31050,8.352949
31060,8.457488
31070,8.344904
31080,8.547695
31090,8.144764
31100,8.305968
31110,8.493296
31120,8.389405
31130,8.395477
31140,8.479898
31150,8.319829
31160,8.385388
31170,8.189366
31180,8.350061
31190,8.849897
31200,8.208736
31210,8.196308
31220,8.637722
31230,9.168052
31240,8.372168
31250,8.299465
31260,8.584594
31270,8.460024
31280,8.243655
31290,8.639823
31300,8.476454
31310,8.875339
31320,8.355752
31330,8.358532
31340,8.878608
31350,9.199642
31360,8.654893
31370,8.571432
31380,9.032345
31390,8.689604
31400,8.356965
31410,8.533525
31420,8.495892
31430,8.720324
31440,8.587018
31450,8.536652
31460,8.482554
31470,8.483564
31480,8.350148
31490,8.389468
31500,8.492600
31510,8.545372
31520,8.409152
31530,8.452655
31540,8.578227
31550,8.611143
31560,8.427049
31570,8.399902
31580,8.617020
31590,8.562805
31600,8.444301
31610,8.477689
31620,8.543617
31630,8.653280
31640,8.441021
31650,8.448051
31660,8.596944
31670,8.715535
31680,8.553313
31690,8.485219
31700,8.667990
31710,8.673676
31720,8.514659
31730,8.522443
31740,8.645132
31750,8.698863
31760,8.588793
31770,8.517421
31780,8.641281
31790,8.647824
31800,8.568733
31810,8.636851
31820,9.041903
31830,9.272891
31840,9.069275
31850,8.782088
31860,9.667910
31870,10.139213
31880,8.729691
31890,8.806688
31900,9.518903
31910,9.822809
31920,9.081225
31930,8.821163
31940,9.248587
31950,9.899989
31960,8.953692
31970,8.868118
31980,9.070284
31990,9.134987
32000,9.288602
32010,9.340026
32020,9.938377
32030,10.044811
32040,8.864360
32050,8.895108
32060,9.037233
32070,9.630652
32080,10.319150
32090,9.763513
32100,9.121095
32110,9.328221
32120,9.117459
32130,9.174679
32140,10.205619
32150,10.043119
32160,9.578398
32170,9.429081
32180,9.844011
32190,9.935528
32200,9.667315
32210,9.530017
32220,9.152054
32230,9.432121
32240,9.094201
32250,9.108401
32260,9.354139
32270,9.389046
32280,9.805223
32290,10.716828
32300,11.847277
32310,10.714432
32320,9.060517
32330,9.081082
32340,10.471579
32350,9.563944
32360,9.334356
32370,9.344735
32380,9.795644
32390,9.581799
32400,9.157709
32410,9.197215
32420,9.751779
32430,9.648458
32440,9.385346
32450,9.454361
32460,10.001607
32470,9.733718
32480,9.261985
32490,9.045639
32500,9.332547
32510,9.170562
32520,9.229727
32530,9.208392
32540,9.493342
32550,10.076160
32560,9.151474
32570,9.308462
32580,9.703844
32590,9.656570
32600,9.260223
32610,9.365225
32620,10.115014
32630,11.214512
32640,10.541807
32650,10.418495
32660,11.231409
32670,10.258091
32680,9.240083
32690,9.353189
32700,10.049918
32710,9.695496
32720,9.323372
32730,9.454750
32740,9.769223
32750,9.432780
32760,9.176859
32770,9.503571
32780,9.403997
32790,9.311696
32800,9.135069
32810,9.202498
32820,9.282393
32830,9.265361
32840,9.369634
32850,9.154609
32860,9.419008
32870,9.237202
32880,9.152693
32890,9.158323
32900,9.692105
32910,9.375795
32920,9.646445
32930,9.784449
32940,9.326588
32950,9.407402
32960,9.412259
32970,9.396185
32980,9.874466
32990,11.107190
33000,9.761523
33010,9.336032
33020,9.745064
33030,9.873465
33040,9.258122
33050,9.307458
33060,9.695227
33070,9.872069
33080,9.317989
33090,9.522589
33100,9.790284
33110,10.684630
33120,9.335810
33130,9.340432
33140,9.745546
33150,9.494963
33160,9.323780
33170,9.363405
33180,9.553375
33190,9.575119
33200,9.355951
33210,9.390453
33220,9.590741
33230,9.517571
33240,9.386830
33250,9.385406
33260,9.602022
33270,9.535361
33280,9.372757
33290,9.417540
33300,9.637559
33310,9.655146
33320,9.474989
33330,9.455604
33340,9.609850
33350,9.767501
33360,9.497459
33370,9.445699
33380,9.631961
33390,9.649595
33400,9.488726
33410,9.514671
33420,9.713139
33430,9.747309
33440,9.546622
33450,9.502919
33460,9.708642
33470,9.805807
33480,9.534062
33490,9.510398
33500,9.758775
33510,9.785148
33520,9.537205
33530,9.562478
33540,9.797815
33550,9.835594
33560,9.608811
33570,9.768293
33580,9.826209
33590,9.790742
33600,9.575106
33610,9.603099
33620,9.824006
33630,9.875825
33640,9.655706
33650,9.738090
33660,9.883044
33670,9.920485
33680,9.642150
33690,9.662017
33700,10.027596
33710,9.912910
33720,9.690101
33730,9.708764
33740,9.946384
33750,9.973981
33760,9.739753
33770,9.756597
33780,9.978129
33790,9.945089
33800,9.778623
33810,9.753443
33820,10.020619
33830,9.964040
33840,9.801122
33850,9.838411
33860,10.073830
33870,10.028135
33880,9.791928
33890,9.794366
33900,10.159837
33910,10.106684
33920,9.856349
33930,9.784655
33940,10.041836
33950,10.126763
33960,9.819901
33970,9.832099
33980,10.037218
33990,10.175897
34000,10.017116
34010,9.880200
34020,10.168436
34030,10.167492
34040,9.872830
34050,9.882166
34060,10.104467
34070,10.132403
34080,9.987544
34090,9.914071
34100,10.072241
34110,10.197361
34120,9.919237
34130,10.006183
34140,10.136157
34150,10.126475
34160,9.946298
34170,9.940673
34180,10.157006
34190,10.196049
34200,9.974914
34210,10.036600
34220,10.204005
34230,10.242799
34240,10.113300
34250,10.018512
34260,10.183061
34270,10.190188
34280,10.078745
34290,10.047074
34300,10.414664
34310,10.275235
34320,10.114873
34330,10.203170
34340,10.257374
34350,10.409609
34360,10.099915
34370,10.091533
34380,10.343123
34390,10.329264
34400,10.110134
34410,10.137577
34420,10.397311
34430,10.447104
34440,10.151372
34450,10.125436
34460,10.332028
34470,10.368661
34480,10.224253
34490,10.168363
34500,10.395090
34510,10.497854
34520,10.253324
34530,10.259977
34540,10.586662
34550,10.534895
34560,10.321356
34570,10.246834
34580,10.523318
34590,10.569054
34600,10.292677
34610,10.340924
34620,10.650950
34630,10.502299
34640,10.280082
34650,10.261926
34660,10.553675
34670,10.569681
34680,10.281094
34690,10.352635
34700,10.634919
34710,10.593870
34720,10.313121
34730,10.341216
34740,10.621305
34750,10.654471
34760,10.413866
34770,10.400091
34780,10.667418
34790,10.634021
34800,10.411198
34810,10.410363
34820,10.590245
34830,10.838927
34840,10.409193
34850,10.472315
34860,10.637603
34870,10.660152
34880,10.415924
34890,10.445079
34900,10.621036
34910,10.672848
34920,10.456430
34930,10.465319
34940,10.869815
34950,10.850998
34960,10.582286
34970,10.570197
34980,10.905243
34990,10.869271
35000,10.579879
35010,10.724228
35020,10.879328
35030,10.812945
35040,10.568734
35050,10.525734
35060,10.772980
35070,11.001629
35080,10.541754
35090,10.658030
