n,t
7940,0.730639
7950,0.730290
7960,0.732642
7970,0.734793
7980,0.736395
7990,0.737932
8000,0.739240
8010,0.752130
8020,0.747125
8030,0.745309
8040,0.747495
8050,0.751317
8060,0.750574
8070,0.755519
8080,0.754853
8090,0.755791
8100,0.757668
8110,0.760779
8120,0.762596
8130,0.761578
8140,0.765332
8150,0.771492
8160,0.769502
8170,0.771508
8180,0.775121
8190,0.775998
8200,0.777096
8210,0.780100
8220,0.780663
8230,0.782386
8240,0.783774
8250,0.787844
8260,0.788654
8270,0.790633
8280,0.795155
8290,0.794224
8300,0.795999
8310,0.799602
8320,0.800210
8330,0.802543
8340,0.807553
8350,0.805335
8360,0.807571
8370,0.808492
8380,0.812980
8390,0.812865
8400,0.816777
8410,0.817727
8420,0.820226
8430,0.819994
8440,0.822232
8450,0.825044
8460,0.826342
8470,0.830611
8480,0.830222
8490,0.832578
8500,0.834624
8510,0.835437
8520,0.840767
8530,0.840896
8540,0.843033
8550,0.844719
8560,0.846465
8570,0.847982
8580,0.849039
8590,0.853535
8600,0.853864
8610,0.857298
8620,0.858333
8630,0.859568
8640,0.865721
8650,0.864091
8660,0.865584
8670,0.867826
8680,0.869610
8690,0.872387
8700,0.873970
8710,0.874431
8720,0.880514
8730,0.880016
8740,0.881167
8750,0.885467
8760,0.887047
8770,0.888448
8780,0.891863
8790,0.892718
8800,0.894511
8810,0.895112
8820,0.896734
8830,0.900541
8840,0.902846
8850,0.905005
8860,0.906287
8870,0.911267
8880,0.909881
8890,0.912613
8900,0.913980
8910,0.915413
8920,0.917677
8930,0.921188
8940,0.921965
8950,0.925696
8960,0.924849
8970,0.932460
8980,0.931657
8990,0.932485
9000,0.936626
9010,0.936020
9020,0.937833
9030,0.940572
9040,0.942273
9050,0.944436
9060,0.946226
9070,0.963149
9080,0.955280
9090,0.951890
9100,0.954930
9110,0.957008
9120,0.960452
9130,0.962142
9140,0.962484
9150,0.964085
9160,0.967002
9170,0.969994
9180,0.976593
9190,0.976052
9200,0.974987
9210,0.980472
9220,0.979501
9230,0.982327
9240,0.983981
9250,0.986816
9260,0.988782
9270,0.990579
9280,0.994889
9290,0.997679
9300,0.997494
9310,1.000971
9320,1.002127
9330,1.002595
9340,1.005518
9350,1.007783
9360,1.009789
9370,1.012078
9380,1.018717
9390,1.019039
9400,1.017397
9410,1.020312
9420,1.022768
9430,1.025486
9440,1.027413
9450,1.028744
9460,1.032004
9470,1.035132
9480,1.040443
9490,1.039176
9500,1.043093
9510,1.041842
9520,1.044845
9530,1.046601
9540,1.048658
9550,1.050846
9560,1.053190
9570,1.055297
9580,1.062903
9590,1.060406
9600,1.065270
9610,1.064249
9620,1.066475
9630,1.068541
9640,1.069420
9650,1.072835
9660,1.076464
9670,1.082469
9680,1.079879
9690,1.084162
9700,1.085612
9710,1.086663
9720,1.088718
9730,1.090182
9740,1.091788
9750,1.094411
9760,1.102348
9770,1.100389
9780,1.103513
9790,1.103487
9800,1.105313
9810,1.108342
9820,1.111556
9830,1.114513
9840,1.115018
9850,1.122404
9860,1.120134
9870,1.123666
9880,1.123589
9890,1.126182
9900,1.128744
